Date,Code,Investment_Money_Market,Investment_Other_Debt,Investment_Equity,Investment_Warran_and_Right,Cash,Dividend_Receivable,Interest_Receivable,Receivable_on_Security_Sold,Other_Receivable,Prepaid_Tax,Total_Assets,Payable_on_Security_Purchase,Other_Payable,Total_Liabilities,Total_Net_Assets,Subscription,Redemption,Retained_Earning,Distributed_Income,Unrealized_Gain__Loss,Realized_Gain__Loss,Net_Income,Total_NAV,Outstanding_Unit_Issued,NAV_per_Unit
20210104,CC002MXCAKTIFM00,2000000000,64171763835,77557023260,0,1753763903.4,0,848125704.24,0,0,520802961.36,146851479664,0,612882827.66,612882827.66,146238596836.34,247321623251.27,-180468227354.9,77378378684.42,0,1969068340,0,37753915.55,146238596836.34,85550193.7739,1709.39
20210104,CC002EQCDYNEQT00,8500000000,0,641141172145,0,558554178.54,0,1821917.81,0,0,2950732512.67,653152280754.02,0,3056969126.29,3056969126.29,650095311627.73,2214292956217.85,-1035365907182.41,-552131293293.69,0,23321177590,0,-21621704.02,650095311627.73,904818478.9786,718.48
20210104,CC002MXCDYNBLS00,3200000000,516601225,6932206700,0,142394795.06,0,3152351.31,1783561.64,0,51635248.41,10847773881.42,0,101165620.34,101165620.34,10746608261.08,183890212404.06,-185899471171.03,12600294194.52,0,157487435,0,-1914601.47,10746608261.08,8275963.9055,1298.53
20210104,CC002EQCINVEDF00,4200000000,0,39589140370,0,1827835622.68,0,364383.56,411479030,56856.15,402872449.34,46431748711.73,460369258,575760401.98,1036129659.98,45395619051.75,329831622575.4,-265369361866.27,-19974572706.89,0,868072356.24,59417496.76,-19558803.49,45395619051.75,38312657.1853,1184.87
20210104,CC002EQCINVEA500,46000000000,0,497317747073.08,0,17013779323.38,85898689.4,35400000,7384636399,205585,1855100284.76,569692767354.62,12290540285.48,7448308839.19,19738849124.67,549953918229.95,3011573139527.73,-2477738394865.94,4199989954.03,0,11237931046.81,300242721.56,381009845.74,549953918229.95,380198981.2379,1446.49
20210104,CC002EQCINVEQM00,45000000000,0,570975259965,0,1853326046.09,0,53471232.87,17167386003,0,3582226660.38,638631669907.34,21668974362,3955242710.07,25624217072.07,613007452835.27,3408242762744.47,-2708157079549.77,-94413013655.94,-6220901898.98,12011890050.66,1596710544.19,-52915399.36,613007452835.27,398728001.0919,1537.41
20210104,CC002IFCINDKLQ00,0,0,97163858500,0,4618195431.13,0,0,0,0,260085578.31,102042139509.44,2735049929,1717334202.04,4452384131.04,97589755378.4,88402676000,-132750000,6913743890.59,0,2410735500,0,-4650012.19,97589755378.4,90107209.2185,1083.04
20210104,CC002FICMINION00,0,101595823802.72,0,0,2814761863.13,0,1373713175.09,0,19303302,37553960.35,105841156103.29,0,524090416.42,524090416.42,105317065686.87,185498448091.56,-89520952876.44,8525184293.44,0,-829865251.27,0,1644251429.58,105317065686.87,94971416.8612,1108.93
20210104,CC002MMCINVPSU00,9955000000000,4240629102423,0,0,101001872010.66,0,71499085035.37,2459452054.78,1991155971.9,2201666443.49,14374782333939.2,46043312500,59547586079.59,105590898579.59,14269191435359.6,199394902832131,-188400905282796,3305735276641.66,-35523052457.74,-151955829,0,5133617671.28,14269191435359.6,9245768048.5201,1543.32
20210104,CC002MMSKPTSYA00,0,0,0,0,73699404,0,0,0,0,0,73699404,0,73067956.52,73067956.52,631447.48,1685100000000,-1708511550035.13,47635404846.04,-31506179999.04,0,0,7282962635.61,631447.48,0,0
20210104,CC002FICOBLUTA00,0,1687318821986.29,0,0,5800474670.66,0,26687155316.91,0,0,1448638700.38,1721255090674.24,0,517490231.58,517490231.58,1720737600442.66,2020534881711,-897018355878.75,797562509840.84,-203926954057.32,2243423640.08,0,1342095186.81,1720737600442.66,1145646611.5291,1501.98
20210104,CC002PFCPROTEK63,0,74250873200,0,0,758686540,0,60550000,0,0,0,75070109740,0,84637272.41,84637272.41,74985472467.59,70000000000,0,27563336090.28,-22650082192.55,14487200,0,57731369.86,74985472467.59,70000000,1071.22
20210104,MIPU02,94700000000,0,0,0,1041922315.8,0,172448060.52,0,69751943.26,0,95984122319.58,0,275620418.59,275620418.59,95708501900.99,1567140589983.37,-1487075415959.2,15617926090.56,0,0,0,25401786.26,95708501900.99,83723050.0887,1143.155939
20210104,OD002PFCDREKSA43,4500000000,30182607400,0,0,848218710.98,0,345609740.94,0,0,0,35876435851.92,0,56087507.38,56087507.38,35820348344.54,194150000000,-159000000000,43341266910.15,-46282018807.35,-89842700.62,-2051400000,5752342942.36,35820348344.54,35150001.1531,1019.071
20210104,CC002GFSGMSEQD00,0,0,97183338.72,0,17035689.79,17149.86,0,3352.76,25679.02,645908.42,114911118.57,1910050.21,7886717.19,9796767.4,105114351.17,553610865.32,-468180480.93,20035709.42,0,-645732.41,-1078.75,295068.58,105114351.17,66597088.8099,1.578363
20210104,CC002FICMPTINS00,2000000000,193963536176,0,0,10268874799.3723,0,3030960216.55696,0,0,0,209263371191.929,9667322000,148784030.755816,9816106030.75582,199447265161.173,896727998197,-754001603517.86,56195716847.61,0,421229850.99872,0.001278,103923783.423472,199447265161.173,141826303.702284,1406.278384
20210104,CC002FICOBLOPT02,23500000000,462913112841,58111861000,0,1128771765.4223,0,3662868699.43241,0,42468473,355702987.75,549714785766.605,0,212108430.326784,212108430.326784,549502677336.278,535000000000,-33424692191.76,119091349688.29,-72000000000,443761719.997539,0.002461,392258119.74792,549502677336.278,446169066.495376,1231.601916
20210104,CC002MMCDANOPT00,350000000000,0,0,0,55706721.532358,0,783499879.296328,0,0,0,350839206600.829,0,112793523.008753,112793523.008753,350726413077.82,1150000000000,-966635828759.91,167240069529.7,0,0,0,122172308.029414,350726413077.819,237214513.221175,1478.520046
20210104,CC002MMCMPUOPT00,0,0,0,0,40211531.257304,0,7050.798162,0,0,0,40218582.055466,0,40879081.728048,40879081.728048,-660499.672582,2390015000000,-2410636775219.75,20621376168.29,0,0,0,-261448.212582,-660499.672582,0,0
20210104,CC002PECCCSIPT00,0,250000000000,0,0,5289916.290002,0,13995834260.8971,0,0,0,264001124177.187,0,329077643.358134,329077643.358134,263672046533.829,250000000000,0,97748460674.77,-84368717808.24,0,0,292303667.29897,263672046533.829,250000000,1054.688186
20210104,CC002PECMIET1800,12200000000,0,2374081232000,0,6788927634.6695,0,16779296.906111,0,10035671232.88,0,2403122610164.46,0,13333938512.5868,13333938512.5868,2389788671651.87,2094313632016.01,-74313632016,369777418736.13,0,0.000133,0.002173,11252915.727791,2389788671651.87,2014392241.85043,1186.357166
20210104,CC002PECMINFEK00,225000000,0,304077807317.96,0,221332346.45808,0,186779.852971,0,0,0,304524326444.271,0,160752715.696768,160752715.696768,304363573728.574,235000000000,0,85064163615.6512,-15700000000.3,-5.5E-05,-0.001021,-589886.77574,304363573728.574,234595775.734066,1297.395798
20210104,CC002PFCPROTEK60,0,138883334890,0,0,3336161338.19,0,416241795.069931,0,0,0,142635738023.26,0,2975014545.88632,2975014545.88632,139660723477.374,137060000000,0,42716462776.5,-50343264520.06,-1153300250,0,11380825470.9336,139660723477.374,137060000,1018.975073
20210104,CC002EQCSHMATR00,88500000000,0,3886508750119,0,1096905605.79,0,186356164.39,3114473535,112890729,27121332666.68,4006640708819.86,19818185167,28022686399.45,47840871566.45,3958799837253.41,6744365301729.67,-4055859995268.19,1175101763560.21,0,95294229460,0,-101462228.28,3958799837253.41,2754788351.3511,1437.061339
20210104,MPSUSY,569000000000,194713588165,0,0,1875723067.65,0,2619388647.73,0,498056869.68,39600,768706796350.06,0,1406549991.44,1406549991.44,767300246358.62,2596347989946.25,-1878665389920.85,49304505104.97,0,-7641500,0,320782728.25,767300246358.62,648780953.18,1182.679983
20210104,MPS106,0,50657234000,0,0,846797272.38,0,154166666.67,0,0,0,51658197939.05,0,60450818.7,60450818.7,51597747120.35,50515000000,0,15137056563.05,-14117627725.45,18794500,0,44523782.75,51597747120.35,50515000,1021.43417
20210104,MPS131,0,133778757996,0,0,23472013.26,0,2397600000,0,0,0,136199830009.26,0,264814237.94,264814237.94,135935015771.32,145723000000,-12525379200,25411571989.54,-22766594631.59,-8074584,0,100492197.37,135935015771.32,133258000,1020.088969
20210104,MPS142,3000000000,258696522785,0,0,32057189.45,0,3246829737.44,0,3174689.62,0,264978584401.51,0,369347412.09,369347412.09,264609236989.42,266600000000,-5617080000,41795824432.57,-38372870136.61,591860,0,202770833.46,264609236989.42,261000000,1013.828494
20210104,MPS143,0,77361743970,0,0,102030464.49,0,1540238333.33,0,1412159,0,79005424926.82,0,172675843.2,172675843.2,78832749083.62,95000000000,-18710941760,15289540535.91,-12794029780.37,-11885850,0,60065938.08,78832749083.62,76408000,1031.73423
20210104,IDAMAN,0,15300922.88,0,0,629986.23,0,154062.44,1050458.33,1218950.17,1672.5,18356052.55,0,56105.25,56105.25,18299947.3,105834671.84,-91072513.57,3514579.06,0,16933.54,3154.55,3121.88,18299947.3,11946274.9085,1.531854
20210104,MPDSS3,0,49531519500,0,0,496042529.04,0,1176902173.91,0,0,0,51204464202.95,0,104539718.06,104539718.06,51099924484.89,49591450000,0,21516102041.54,-20035811086.96,318000,0,27865530.31,51099924484.89,49591450,1030.418035
20210104,MPDSS4,0,47550258720,0,0,533711937.51,0,1129826086.96,0,0,0,49213796744.47,0,99913158.92,99913158.92,49113883585.55,47607792000,0,20652009133.1,-19172964443.48,305280,0,26741615.93,49113883585.55,47607792,1031.635401
20210104,CC002FICOBLOPT00,0,622394991391.6,0,0,395715314,0,11699625001.29,0,11610.2,0,634490343317.09,0,-276630951.49,-276630951.49,634213712365.6,1467443660000,-1281129000000,355658427583.78,0,11011207406.14,25747982966.1,55481434409.58,634213712365.6,382782580.9226,1656.85
20210104,CC002MMCMPUOPT03,521000000000,0,0,0,697616621,0,314358309.95,0,128219178.08,0,522140194109.03,0,-301570391.02,-301570391.02,521838623718.01,800000000000,-300000000000,0,0,0,0,21838623718.01,521838623718.01,499045783.1096,1045.67
20210104,CC002PFCMPGDOL00,0,2372452.02,0,44814.93,95310.94,0,18751.55,0,64.44,12626.16,2544020.04,0,-16139.45,-16139.45,2527880.59,3697000,-1190932.8,124761.53,-144310,-51733.54,-13840.31,106935.71,2527880.59,2478201,1.020046
20210104,CC002PFCMPGDOL02,0,4694361.81,0,68980,133857.56,0,37103.62,0,26.85,62532.39,4996862.23,0,-46890.59,-46890.59,4949971.64,6898000,-2065316.33,860378.11,-643655.08,-297327.18,-10438.27,208330.39,4949971.64,4819268,1.027121
20210104,0080978,0,2619090525,0,0,141162607,0,12746772,0,5542148,0,2778542051,0,35900377,35900377,2742641674,2302562471000,-2298827879196,233422666309,-234415498908,-512775,0,1395243,2742641673,2135191.0122,1284.49
20210104,0081026,1000000000,65356729609,0,0,659144233,0,838071532,0,41142971,0,67895088344,0,287151456,287151456,67607936888,570538170286,-532147448866,29166917355,0,13636902,0,36661211,67607936888,17691724.2709,3821.44
20210104,0083139,11000000000,0,222132028003,0,1152201350,0,3658581,7550150611,185615392,1122048552,243145702489,15144881441,1812278452,16957159893,226188542596,6002974193650,-5554717134850,-229663569130,0,7666607075,0,-71554148,226188542597,249183815.4497,907.72
20210104,0083303,30000000000,4500000000,923357412794,0,2171121034,0,-145655370,50165583780,449893615,5544398297,1016042754150,53690500755,6760504928,60451005683,955591748467,5971645264224,-5065046696112,27696007364,0,15642055100,5976565591,-321447697,955591748469,414330270.9767,2306.35
20210104,0084863,8000000000,0,60478125460,0,1313158748,0,7136745,1593769808,3057535,436882966,71832131262,1783770581,1177076203,2960846784,68871284478,2485400250241,-2486905637842,68950857531,0,1316276225,132451201,-22912877,68871284480,63130306.457,1090.94
